gene	mean	median	longest_isoform	merged
ENSMUSG00000086361	811	811	811	811
ENSMUSG00000115188	797	797	797	797
ENSMUSG00000116136	349	349	349	349
ENSMUSG00000115589	2397	2397	2397	2397
ENSMUSG00000116256	2044	2044	2044	2044
ENSMUSG00000067870	378	378	378	378
ENSMUSG00000115561	1403	1403	1403	1403
ENSMUSG00000075609	1278	1278	1278	1278
ENSMUSG00000067869	904	904	904	904
ENSMUSG00000082585	648	648	648	648
ENSMUSG00000045267	1006	1006	1006	1006
ENSMUSG00000107924	656	656	656	656
ENSMUSG00000118581	795	795	795	795
ENSMUSG00000116428	1190	1190	1405	1703
ENSMUSG00000089317	71	71	71	71
ENSMUSG00000022231	3967	3158	10809	18686
ENSMUSG00000115063	527	527	527	527
ENSMUSG00000115749	436	436	436	436
ENSMUSG00000022261	3527	3527	3527	3527
ENSMUSG00000115140	829	829	1228	1539
ENSMUSG00000039007	1716	1842	3124	5026
ENSMUSG00002076175	131	131	131	131
ENSMUSG00000115779	1006	1006	1006	1006
ENSMUSG00000038984	4010	4010	4010	4010
ENSMUSG00000115362	320	320	320	320
ENSMUSG00000115318	2906	2906	2906	2906
ENSMUSG00000115605	371	371	371	371
ENSMUSG00000115428	1859	1859	1859	1859
ENSMUSG00000115440	150	150	150	150
ENSMUSG00002076923	95	95	95	95
ENSMUSG00000022603	1612	976	3583	4049
ENSMUSG00000022602	3054	3054	3055	3057
ENSMUSG00000046380	5853	5853	5853	5853
ENSMUSG00000044276	1213	1213	1214	1214
ENSMUSG00000022598	860	860	860	860
ENSMUSG00000101983	144	144	144	144
ENSMUSG00000056665	1784	1784	1784	1784
ENSMUSG00000022596	1713	1713	2859	2933
ENSMUSG00000022595	443	443	513	679
ENSMUSG00000075605	545	545	545	545
ENSMUSG00000022255	2126	1108	6919	15347
ENSMUSG00000115276	3745	3745	3745	3745
ENSMUSG00000022594	1721	706	4023	4662
ENSMUSG00002075329	124	124	124	124
ENSMUSG00000034634	744	744	744	744
ENSMUSG00000101026	1526	1526	1559	1594
ENSMUSG00000091709	1630	1630	1630	1630
ENSMUSG00000022257	1168	1148	1902	1938
ENSMUSG00000044678	701	701	791	829
ENSMUSG00000115808	1199	1199	1199	1199
ENSMUSG00002076372	52	52	52	52
ENSMUSG00000068349	795	895	957	1152
ENSMUSG00000068600	717	707	808	1392
ENSMUSG00000075604	3165	3165	3165	3165
ENSMUSG00000022589	1625	1625	1625	1625
ENSMUSG00000063522	2547	2547	3211	3302
ENSMUSG00000094447	454	454	572	572
ENSMUSG00000058600	870	537	2412	3020
ENSMUSG00000065899	132	132	132	132
ENSMUSG00000115685	1833	1833	1833	1833
ENSMUSG00000044726	2383	2383	2383	2383
ENSMUSG00000115300	2123	2123	2123	2123
ENSMUSG00000116113	673	673	673	673
ENSMUSG00000115952	988	988	988	988
ENSMUSG00000116424	1170	1170	1170	1170
ENSMUSG00000022323	1359	1057	2986	3192
ENSMUSG00000055782	2126	528	5532	5946
ENSMUSG00000078932	1985	1985	2041	2043
ENSMUSG00000036298	3032	2081	6536	8367
ENSMUSG00000022325	1474	658	3395	3795
ENSMUSG00000022584	1169	730	2680	2740
ENSMUSG00000115005	139	139	139	139
ENSMUSG00000084607	110	110	110	110
ENSMUSG00000022582	638	638	941	942
ENSMUSG00000101140	371	371	371	371
ENSMUSG00000038879	1783	1054	4331	8493
ENSMUSG00000115526	1096	1096	1096	1096
ENSMUSG00000115360	3250	3250	3250	3250
ENSMUSG00000050963	5181	5181	5456	5586
ENSMUSG00000047728	1242	1470	1498	1588
ENSMUSG00000068348	408	408	408	408
ENSMUSG00000100462	360	360	360	360
ENSMUSG00000022329	2131	2600	3294	6114
ENSMUSG00000115345	1762	1762	1762	1762
ENSMUSG00000022330	1523	1324	2761	3623
ENSMUSG00000115453	579	526	731	965
ENSMUSG00000115829	1426	1426	1426	1426
ENSMUSG00000037646	4166	2634	13757	21273
ENSMUSG00000089133	137	137	137	137
ENSMUSG00000115314	1643	1643	1643	1643
ENSMUSG00000115144	2325	2325	2325	2325
ENSMUSG00000076333	88	88	88	88
ENSMUSG00000077890	78	78	78	78
ENSMUSG00000115040	1019	1019	1019	1019
ENSMUSG00000115837	3126	3126	3126	3126
ENSMUSG00000115340	2398	2398	2398	2398
ENSMUSG00000115793	2859	2859	2859	2859
ENSMUSG00000014313	965	627	3038	3567
ENSMUSG00000037627	1821	1265	4006	5664
ENSMUSG00002075387	255	255	255	255
ENSMUSG00000092230	929	929	929	929
ENSMUSG00000048230	1765	889	4035	4035
ENSMUSG00000064543	159	159	159	159
ENSMUSG00000045996	545	545	601	624
ENSMUSG00000037617	2769	3106	4835	11167
ENSMUSG00000088201	63	63	63	63
ENSMUSG00000115811	707	707	707	707
ENSMUSG00000022280	2955	3452	4277	4434
ENSMUSG00000098457	119	119	119	119
ENSMUSG00000115162	852	852	852	852
ENSMUSG00000068579	796	796	796	796
ENSMUSG00000115715	937	429	2038	2135
ENSMUSG00000115278	332	332	332	332
ENSMUSG00000114981	559	559	837	1012
ENSMUSG00000115395	618	618	618	618
ENSMUSG00000048307	1740	1098	4133	5221
ENSMUSG00000115084	3455	3455	3455	3455
ENSMUSG00000055022	4951	5085	5671	9433
ENSMUSG00000036218	1866	1802	3376	4733
ENSMUSG00000115858	1754	1754	1754	1754
ENSMUSG00000116309	616	616	616	616
ENSMUSG00000116242	1483	1483	1483	1483
ENSMUSG00000115921	693	693	693	693
ENSMUSG00000116124	543	543	669	988
ENSMUSG00000097989	1004	1004	1004	1004
ENSMUSG00002076809	338	338	338	338
ENSMUSG00000013611	1452	1387	2696	2935
ENSMUSG00002075717	126	126	126	126
ENSMUSG00000036197	4309	4427	6611	6722
ENSMUSG00000022283	1157	763	2916	6540
ENSMUSG00000022634	1773	1773	1870	1873
ENSMUSG00000115037	475	475	475	475
ENSMUSG00000088454	104	104	104	104
ENSMUSG00000115537	225	225	225	225
ENSMUSG00000115127	289	289	289	289
ENSMUSG00000115834	3901	3901	3901	3901
ENSMUSG00000115103	739	739	739	739
ENSMUSG00000022635	769	658	1744	3074
ENSMUSG00000022285	1197	628	3288	4118
ENSMUSG00002074946	74	74	74	74
ENSMUSG00000115750	921	921	921	921
ENSMUSG00000115430	519	519	519	519
ENSMUSG00000115333	962	962	962	962
ENSMUSG00000062397	1271	493	4417	4981
ENSMUSG00000097259	3012	3012	3677	5938
ENSMUSG00000036167	1989	1198	3573	4545
ENSMUSG00000036158	4114	4114	4144	4345
ENSMUSG00000115993	490	490	490	490
ENSMUSG00000116190	464	464	464	464
ENSMUSG00000116237	2538	2538	2538	2538
ENSMUSG00000116493	470	470	470	470
ENSMUSG00000116360	1131	1131	1131	1131
ENSMUSG00000115965	2063	2063	2063	2063
ENSMUSG00000097679	403	403	403	403
ENSMUSG00000115326	2265	2265	2265	2265
ENSMUSG00000022292	1396	690	4561	9134
ENSMUSG00000085442	466	466	466	466
ENSMUSG00000115249	5748	5748	5748	5748
ENSMUSG00000022449	3876	3995	6886	8997
ENSMUSG00000033356	1558	1471	2840	3291
ENSMUSG00000059883	2475	2831	3437	5021
ENSMUSG00000022451	1127	635	3025	3054
ENSMUSG00000063296	2689	2689	2717	4890
ENSMUSG00000119001	132	132	132	132
ENSMUSG00000077447	132	132	132	132
ENSMUSG00000022454	3067	3186	3222	4670
ENSMUSG00000100603	1206	1206	1401	1401
ENSMUSG00000089560	104	104	104	104
ENSMUSG00000045608	1968	1968	3460	3469
ENSMUSG00000116058	1102	1102	1102	1102
ENSMUSG00000115569	1466	1466	1466	1466
ENSMUSG00000043329	480	480	480	480
ENSMUSG00000097643	2618	2618	2618	2618
ENSMUSG00000037487	2323	685	9242	15388
ENSMUSG00000065852	136	136	136	136
ENSMUSG00000115680	1016	1016	1016	1016
ENSMUSG00000061923	1105	1105	1105	1105
ENSMUSG00000115525	551	551	551	551
ENSMUSG00002075169	109	109	109	109
ENSMUSG00000115307	638	638	638	638
ENSMUSG00000115057	885	885	885	885
ENSMUSG00000115437	1042	1042	1042	1042
ENSMUSG00000037465	1582	1340	3044	4179
ENSMUSG00000115456	527	527	527	527
ENSMUSG00000115405	686	686	686	686
ENSMUSG00000115009	2819	2819	2819	2819
ENSMUSG00000064210	2594	3220	4927	12269
ENSMUSG00000115522	357	357	357	357
ENSMUSG00000078648	733	733	733	733
ENSMUSG00002075349	102	102	102	102
ENSMUSG00000115049	935	935	935	935
ENSMUSG00000078925	2010	1817	2902	4408
ENSMUSG00000097536	2723	2723	2997	5020
ENSMUSG00000097619	1785	1697	2410	5720
ENSMUSG00000037458	1957	747	4871	6256
ENSMUSG00000099110	75	75	75	75
ENSMUSG00000115546	1266	1266	1266	1266
ENSMUSG00000102106	622	622	622	622
ENSMUSG00000115587	1070	1070	1070	1070
ENSMUSG00000114975	106	106	106	106
ENSMUSG00000115491	845	845	845	845
ENSMUSG00000033237	3414	2170	8507	10737
ENSMUSG00002075367	92	92	92	92
ENSMUSG00000033228	3200	3559	5766	10340
ENSMUSG00000116253	282	282	282	282
ENSMUSG00000116160	632	632	632	632
ENSMUSG00000023169	4184	3722	7266	17236
ENSMUSG00000064928	108	108	108	108
ENSMUSG00000022462	5388	5388	6116	8838
ENSMUSG00000095638	313	313	313	313
ENSMUSG00000116202	646	646	646	646
ENSMUSG00000022300	2974	2470	6477	10825
ENSMUSG00002075406	108	108	108	108
ENSMUSG00000098021	926	926	926	926
ENSMUSG00000022464	2472	1963	3932	4261
ENSMUSG00000048218	2899	2899	2998	3163
ENSMUSG00000044250	1106	1115	2185	2197
ENSMUSG00000116291	623	623	623	623
ENSMUSG00000116131	500	500	500	500
ENSMUSG00000022466	1268	811	2271	3224
ENSMUSG00000022468	1847	1668	2408	2745
ENSMUSG00000037386	2359	1380	4800	10389
ENSMUSG00002076488	109	109	109	109
ENSMUSG00000022303	1271	1525	1997	2664
ENSMUSG00000022304	1561	1671	2466	3743
ENSMUSG00000087695	2594	2594	2594	2594
ENSMUSG00000022305	2398	2457	4244	4588
ENSMUSG00000115152	466	466	466	466
ENSMUSG00000115739	1976	1976	1976	1976
ENSMUSG00000115712	153	153	153	153
ENSMUSG00000115142	1086	1086	1086	1086
ENSMUSG00000094112	1238	1238	2053	2053
ENSMUSG00002075835	71	71	71	71
ENSMUSG00000115820	727	727	727	727
ENSMUSG00000056332	1459	1459	1459	1459
ENSMUSG00000115069	1105	1105	1105	1105
ENSMUSG00000022306	3846	3993	5791	9536
ENSMUSG00000116397	1423	1423	1423	1423
ENSMUSG00000115975	3945	3945	3945	3945
ENSMUSG00000115898	1245	1245	1245	1245
ENSMUSG00000048559	382	382	382	382
ENSMUSG00000116178	414	414	414	414
ENSMUSG00000022469	1699	781	4204	6336
ENSMUSG00000086601	483	483	483	483
ENSMUSG00000087397	920	920	920	920
ENSMUSG00000081534	1107	745	2536	2751
ENSMUSG00000022307	2436	2136	4599	7136
ENSMUSG00000097232	705	705	705	705
ENSMUSG00000042895	2979	2979	2979	2979
ENSMUSG00000116083	1076	1076	1076	1076
ENSMUSG00000088469	102	102	102	102
ENSMUSG00000116215	1424	1424	1424	1424
ENSMUSG00000115986	564	564	645	803
ENSMUSG00000116199	925	925	925	925
ENSMUSG00000116008	330	330	330	330
ENSMUSG00000115988	1108	1108	1108	1108
ENSMUSG00000115985	718	718	718	718
ENSMUSG00000116245	644	644	644	644
ENSMUSG00000116323	820	820	820	820
ENSMUSG00000115894	673	673	673	673
ENSMUSG00000022309	2895	2895	4260	5205
ENSMUSG00000097805	2143	2143	2216	4069
ENSMUSG00000051920	3229	3259	3338	5112
ENSMUSG00000098002	1012	1012	1012	1012
ENSMUSG00002076689	296	296	296	296
ENSMUSG00000022336	2244	2069	4123	6719
ENSMUSG00000115635	755	755	755	755
ENSMUSG00000072592	668	668	668	668
ENSMUSG00000022337	1350	1272	1548	3766
ENSMUSG00000115407	464	464	464	464
ENSMUSG00000054409	3528	3528	3528	3528
ENSMUSG00000038760	2328	2619	3608	4000
ENSMUSG00000115730	943	943	943	943
ENSMUSG00000115694	1003	1003	1003	1003
ENSMUSG00000088756	126	126	126	126
ENSMUSG00000022475	3270	3899	5179	6755
ENSMUSG00000022479	1175	575	4370	5650
ENSMUSG00002075036	311	311	311	311
ENSMUSG00000052369	850	727	1623	2434
ENSMUSG00002076493	94	94	94	94
ENSMUSG00000089589	143	143	143	143
ENSMUSG00000115265	407	407	407	407
ENSMUSG00000058463	337	337	337	337
ENSMUSG00000022342	2887	2887	4389	4587
ENSMUSG00000118565	2359	2359	2359	2359
ENSMUSG00000115549	934	934	934	934
ENSMUSG00000096157	1678	1678	1678	1678
ENSMUSG00000065312	107	107	107	107
ENSMUSG00000115197	412	412	412	412
ENSMUSG00000099751	1042	863	1458	1507
ENSMUSG00002075465	62	62	62	62
ENSMUSG00000115177	1285	1285	1300	1663
ENSMUSG00000115350	427	427	427	427
ENSMUSG00000051198	751	751	1185	1185
ENSMUSG00000115495	817	817	817	817
ENSMUSG00000088679	62	62	62	62
ENSMUSG00000115534	509	509	509	509
ENSMUSG00000115707	1740	1740	1740	1740
ENSMUSG00000022483	1811	684	5104	9243
ENSMUSG00000022311	6362	3155	13022	16882
ENSMUSG00000089828	1279	1279	1279	1279
ENSMUSG00000077752	137	137	137	137
ENSMUSG00000065742	133	133	133	133
ENSMUSG00000115700	1672	1672	1672	1672
ENSMUSG00000115462	235	235	235	235
ENSMUSG00000089314	85	85	85	85
ENSMUSG00000114976	342	342	342	342
ENSMUSG00000115775	691	691	691	691
ENSMUSG00000065760	106	106	106	106
ENSMUSG00000115446	640	640	640	640
ENSMUSG00000115478	425	425	425	425
ENSMUSG00000115654	1874	1874	1874	1874
ENSMUSG00000115513	620	620	620	620
ENSMUSG00000115563	251	251	251	251
ENSMUSG00000022312	730	569	1295	1612
ENSMUSG00000022313	1255	759	2921	2992
ENSMUSG00000115284	1541	1541	1861	2153
ENSMUSG00000115616	400	400	400	400
ENSMUSG00000022314	2372	2372	3956	4232
ENSMUSG00000115068	181	181	181	181
ENSMUSG00000115238	2698	2698	2698	2698
ENSMUSG00000068522	1348	1348	1348	1348
ENSMUSG00000115457	646	646	646	646
ENSMUSG00000115738	572	572	572	572
ENSMUSG00000022315	1971	1971	1971	1971
ENSMUSG00000115241	508	508	508	508
ENSMUSG00000057262	612	612	612	612
ENSMUSG00000088830	104	104	104	104
ENSMUSG00000118700	132	132	132	132
ENSMUSG00000038622	715	715	1007	1185
ENSMUSG00000061731	2726	1212	7663	8077
ENSMUSG00000087805	66	66	66	66
ENSMUSG00000058656	2724	761	9019	9283
ENSMUSG00000077567	132	132	132	132
ENSMUSG00000104794	75	75	75	75
ENSMUSG00000115761	560	560	560	560
ENSMUSG00000063727	2818	2818	2818	2818
ENSMUSG00000115327	570	570	570	570
ENSMUSG00000050978	405	405	405	405
ENSMUSG00000038591	4587	4587	4587	4587
ENSMUSG00000115211	581	581	581	581
ENSMUSG00000115477	227	227	227	227
ENSMUSG00000024479	2950	2950	2950	2950
ENSMUSG00000037362	2869	2869	2869	2869
ENSMUSG00000098237	982	982	982	982
ENSMUSG00000022425	1843	2664	3095	5779
ENSMUSG00000115245	1178	1089	1635	1635
ENSMUSG00000114990	515	515	515	515
ENSMUSG00000037343	1834	1067	5031	6878
ENSMUSG00000022422	2034	1499	3281	4429
ENSMUSG00000115657	246	246	246	246
ENSMUSG00000053749	1261	895	2752	3573
ENSMUSG00000022419	3479	2338	8547	8874
ENSMUSG00000119555	62	62	62	62
ENSMUSG00000101568	817	817	817	817
ENSMUSG00000115759	784	784	784	784
ENSMUSG00000115414	357	357	363	527
ENSMUSG00000022370	1862	730	6008	7936
ENSMUSG00000051934	1328	863	3096	4120
ENSMUSG00000088377	106	106	106	106
ENSMUSG00002076781	88	88	88	88
ENSMUSG00000037579	1928	1898	3698	5756
ENSMUSG00000037570	944	741	1916	3506
ENSMUSG00000116241	311	311	311	311
ENSMUSG00000093139	133	133	133	133
ENSMUSG00000078907	1935	1935	3187	3337
ENSMUSG00000023007	1895	1000	4065	4952
ENSMUSG00000023008	2845	4137	4423	5021
ENSMUSG00000115877	434	434	434	434
ENSMUSG00000119078	107	107	107	107
ENSMUSG00000023010	971	879	2452	4578
ENSMUSG00000116039	220	220	220	220
ENSMUSG00000023009	1505	421	4853	5002
ENSMUSG00000089968	1712	1712	1712	1712
ENSMUSG00000023022	2065	1593	4243	7608
ENSMUSG00000115856	746	746	746	746
ENSMUSG00000116478	805	805	805	805
ENSMUSG00000037438	268	268	268	268
ENSMUSG00000116141	1314	1314	1314	1314
ENSMUSG00000116255	473	473	473	473
ENSMUSG00000045350	5039	5039	9320	9630
ENSMUSG00000096111	600	575	666	1241
ENSMUSG00002076514	135	135	135	135
ENSMUSG00000023025	2803	2192	6530	10843
ENSMUSG00000100084	1130	1130	1130	1130
ENSMUSG00000023026	3012	743	8914	10256
ENSMUSG00000116021	1867	1867	1867	1867
ENSMUSG00000116311	443	443	443	443
ENSMUSG00000116366	458	458	458	458
ENSMUSG00000023032	2570	641	11790	13021
ENSMUSG00000115912	1722	1722	1722	1722
ENSMUSG00000023033	3348	987	11436	15766
ENSMUSG00000068252	1114	645	2227	2437
ENSMUSG00000086467	616	598	669	976
ENSMUSG00000082233	1132	1132	1132	1132
ENSMUSG00000116292	258	258	258	258
ENSMUSG00000050982	3033	3033	3033	3033
ENSMUSG00000091650	1864	1864	1864	1864
ENSMUSG00000044309	1213	1213	2060	2060
ENSMUSG00000101113	553	553	553	553
ENSMUSG00000050014	2325	2325	2325	2325
ENSMUSG00000116079	520	520	520	520
ENSMUSG00000095704	1110	1110	1110	1110
ENSMUSG00000091694	1749	1997	2261	2463
ENSMUSG00000116356	244	244	244	244
ENSMUSG00000071716	1340	1340	2208	2414
ENSMUSG00000115926	552	552	552	552
ENSMUSG00000116438	1048	1048	1048	1048
ENSMUSG00000116162	596	596	596	596
ENSMUSG00000068246	1143	1192	1573	1821
ENSMUSG00000115979	3130	3130	3130	3130
ENSMUSG00000056656	1317	394	2801	2962
ENSMUSG00000022443	2126	1191	7433	12928
ENSMUSG00000084497	100	100	100	100
ENSMUSG00000005354	1024	676	2049	4208
ENSMUSG00000016552	3548	3762	4793	5939
ENSMUSG00000016554	974	689	2546	4968
ENSMUSG00000097057	4343	4343	4343	4343
ENSMUSG00000019146	5510	5510	5510	5510
ENSMUSG00000092375	2124	2124	2124	2124
ENSMUSG00000016637	840	760	1569	2864
ENSMUSG00000116697	391	391	391	391
ENSMUSG00000005716	965	965	977	1041
ENSMUSG00000071715	829	718	1464	2020
ENSMUSG00000071714	2392	2070	4740	4740
ENSMUSG00000119242	62	62	62	62
ENSMUSG00000022986	3266	3266	3266	3266
ENSMUSG00000115983	395	395	395	395
ENSMUSG00000115860	111	111	111	111
ENSMUSG00000064232	1659	1659	1659	1659
ENSMUSG00000115903	717	717	717	717
ENSMUSG00000095241	2561	2566	2960	2960
ENSMUSG00002075440	116	116	116	116
ENSMUSG00000118545	141	141	141	141
ENSMUSG00000071713	1956	1240	4900	7277
ENSMUSG00000023041	2235	2235	2235	2235
ENSMUSG00002075844	129	129	129	129
ENSMUSG00000119810	62	62	62	62
ENSMUSG00000070235	110	110	110	110
ENSMUSG00000058354	2325	2325	2372	2418
ENSMUSG00000116132	765	765	765	765
ENSMUSG00002075978	129	129	129	129
ENSMUSG00000061527	2197	2197	2197	2197
ENSMUSG00002076431	129	129	129	129
ENSMUSG00000062154	958	1007	1147	1241
ENSMUSG00000116445	1184	1184	1184	1184
ENSMUSG00000051879	2186	2186	2186	2186
ENSMUSG00000044986	1888	1888	2633	3163
ENSMUSG00000071711	1128	1294	1753	2143
ENSMUSG00000056605	1334	1334	1953	1994
ENSMUSG00000063661	2168	2168	2168	2168
ENSMUSG00000064201	2613	2613	2613	2613
ENSMUSG00000046834	2005	2455	3133	4415
ENSMUSG00000067594	1674	1674	2931	2931
ENSMUSG00000075402	2312	2312	2312	2312
ENSMUSG00002076101	111	111	111	111
ENSMUSG00000116194	1065	1065	1065	1065
ENSMUSG00000059668	2133	2133	2133	2133
ENSMUSG00000061397	1405	1352	2451	4753
ENSMUSG00000050463	3437	3437	3437	3437
ENSMUSG00000049382	1958	1958	1958	1958
ENSMUSG00000116010	1649	1649	1649	1649
ENSMUSG00000023043	1437	1437	1437	1437
ENSMUSG00000058655	1605	1065	3854	4468
ENSMUSG00000037003	2332	870	4761	5452
ENSMUSG00000036966	1540	1528	2666	2927
ENSMUSG00000023046	1112	1112	1112	1112
ENSMUSG00000023045	1918	1918	2208	2213
ENSMUSG00000033099	1456	711	3721	4321
ENSMUSG00000023044	793	645	2279	3831
ENSMUSG00000046897	1799	892	4241	5091
ENSMUSG00000001281	870	449	2683	2770
ENSMUSG00000001288	1117	423	2953	4261
ENSMUSG00000033088	2670	2053	7327	12302
ENSMUSG00000116505	712	712	712	712
ENSMUSG00000099180	62	62	62	62
ENSMUSG00000116262	2157	2157	2157	2157
ENSMUSG00000096210	2055	2055	2055	2055
ENSMUSG00000006378	1524	1524	2370	2384
ENSMUSG00000116378	1736	1736	1736	1736
ENSMUSG00000114755	1245	1245	1245	1245
ENSMUSG00000116287	612	612	612	612
ENSMUSG00000033055	1278	912	2582	4270
ENSMUSG00000115887	1288	1288	1288	1288
ENSMUSG00000033047	1429	1549	2345	3639
ENSMUSG00000092974	235	235	235	235
ENSMUSG00000033039	2390	1140	6712	8341
ENSMUSG00000033029	965	691	3025	5292
ENSMUSG00000033020	843	509	1958	2595
ENSMUSG00000033006	1834	1847	2780	3051
ENSMUSG00000068206	1708	1944	2559	6573
ENSMUSG00000116121	2415	2415	2415	2415
ENSMUSG00000032988	1751	1751	1806	2276
ENSMUSG00000023055	1634	1620	2968	5731
ENSMUSG00000116263	251	251	251	251
ENSMUSG00000116500	275	275	275	275
ENSMUSG00000075394	2052	2052	2121	2568
ENSMUSG00000102297	1027	1027	1027	1027
ENSMUSG00000042428	4665	4665	4665	4665
ENSMUSG00000115962	464	464	464	464
ENSMUSG00000116127	797	797	797	797
ENSMUSG00000022412	2587	2825	5148	8106
ENSMUSG00000115798	213	213	213	213
ENSMUSG00000042406	1467	1725	2019	2358
ENSMUSG00000051518	609	525	838	1083
ENSMUSG00000022416	3075	586	9781	9862
ENSMUSG00000115888	753	753	775	911
ENSMUSG00000050439	2173	2173	2236	2236
ENSMUSG00000088740	137	137	137	137
ENSMUSG00000116345	2047	2047	2047	2047
ENSMUSG00000042351	1908	1294	5475	6243
ENSMUSG00000116433	1951	1951	1951	1951
ENSMUSG00000098631	64	64	64	64
ENSMUSG00000022408	2993	2993	2993	2993
ENSMUSG00000116220	2628	2628	4356	4502
ENSMUSG00000047888	3750	2646	17332	23677
ENSMUSG00000116480	344	344	344	344
ENSMUSG00000092868	82	82	82	82
ENSMUSG00000022407	1215	891	3711	5634
ENSMUSG00000058357	395	395	395	395
ENSMUSG00000042303	858	610	2997	4477
ENSMUSG00000115976	544	544	544	544
ENSMUSG00000042292	2289	1608	4392	6421
ENSMUSG00000064587	151	151	151	151
ENSMUSG00000116321	813	813	813	813
ENSMUSG00000047938	987	987	1093	1179
ENSMUSG00000116122	436	436	436	436
ENSMUSG00000050164	2189	2189	2189	2189
ENSMUSG00000022404	720	629	1724	2847
ENSMUSG00000022403	1827	1089	4026	10305
ENSMUSG00000022401	2136	1501	6058	7595
ENSMUSG00000047108	1374	1374	1374	1374
ENSMUSG00000091492	580	580	580	580
ENSMUSG00000022400	1093	722	2669	4551
ENSMUSG00000115917	410	410	410	410
ENSMUSG00000091198	465	465	465	465
ENSMUSG00000103520	855	855	855	855
ENSMUSG00000055024	2183	773	9566	14273
ENSMUSG00002076492	54	54	54	54
ENSMUSG00000084739	107	107	107	107
ENSMUSG00000116516	215	215	215	215
ENSMUSG00000022394	1961	970	4645	5945
ENSMUSG00000092325	619	619	619	619
ENSMUSG00000063765	2083	1980	3278	5257
ENSMUSG00000022391	1799	1685	3033	4863
ENSMUSG00000022390	3142	3768	5740	10045
ENSMUSG00000097613	1115	1115	1115	1115
ENSMUSG00000022389	1418	566	4403	7867
ENSMUSG00000069439	368	368	368	368
ENSMUSG00000048546	2053	1724	4151	6664
ENSMUSG00000116075	289	289	289	289
ENSMUSG00000061360	996	854	1663	2166
ENSMUSG00000022477	844	653	2918	4302
ENSMUSG00000022476	1364	985	3030	4991
ENSMUSG00000042109	1497	571	3565	4623
ENSMUSG00000022474	843	696	1300	2866
ENSMUSG00000116157	415	415	415	415
ENSMUSG00000061848	456	456	456	456
ENSMUSG00000061633	1024	1024	1024	1024
ENSMUSG00000022471	1004	741	3296	4476
ENSMUSG00000022472	1631	1368	2934	3635
ENSMUSG00000063480	1125	915	2077	2924
ENSMUSG00000116044	361	361	361	361
ENSMUSG00000116304	196	196	196	196
ENSMUSG00000116406	352	352	352	352
ENSMUSG00000075524	4675	4675	4675	4675
ENSMUSG00000098177	984	984	984	984
ENSMUSG00002075328	270	270	270	270
ENSMUSG00000115843	576	576	576	576
ENSMUSG00000022184	865	583	1565	2047
ENSMUSG00000041935	2921	2921	5076	5199
ENSMUSG00000115206	102	102	102	102
ENSMUSG00000097662	3526	3526	3526	3526
ENSMUSG00000087221	2437	2524	4379	7125
ENSMUSG00000022186	1384	699	3527	3701
ENSMUSG00000086297	246	246	246	246
ENSMUSG00000115032	334	334	334	334
ENSMUSG00000068117	3569	3718	4130	4740
ENSMUSG00000049148	3031	3031	4212	5042
ENSMUSG00000022181	1938	2447	2876	3556
ENSMUSG00000115259	311	311	311	311
ENSMUSG00000048424	2724	3294	4230	6890
ENSMUSG00000022253	1176	617	4135	5117
ENSMUSG00000054115	2672	1819	6184	7874
ENSMUSG00000115409	1208	1208	1208	1208
ENSMUSG00000072664	833	428	2244	2670
ENSMUSG00000049152	2025	2025	2329	3102
ENSMUSG00000039704	3173	1986	8098	8588
ENSMUSG00000084240	1443	1443	1443	1443
ENSMUSG00000081771	1156	1156	1156	1156
ENSMUSG00002075483	113	113	113	113
ENSMUSG00000086160	1013	1013	1013	1013
ENSMUSG00002076146	286	286	286	286
ENSMUSG00000036273	3163	2827	8275	11834
ENSMUSG00000083083	537	537	537	537
ENSMUSG00000047295	1619	1607	2977	3410
ENSMUSG00000118670	22800	22800	22800	22800
ENSMUSG00000116212	1350	1350	1350	1350
ENSMUSG00000116093	1240	1240	1240	1240
ENSMUSG00000098203	1008	1008	1008	1008
ENSMUSG00000022575	850	787	1792	2377
ENSMUSG00000098678	2216	2216	2216	2216
ENSMUSG00000022574	1185	1178	1898	2344
ENSMUSG00000103906	4801	4801	4801	4801
ENSMUSG00000022571	1339	1339	1339	1339
ENSMUSG00000022570	1032	1246	1603	2906
ENSMUSG00000050846	2486	2486	2486	2486
ENSMUSG00000116120	1109	1109	1109	1109
ENSMUSG00000034429	1640	1703	2701	3493
ENSMUSG00000098176	2521	2521	2584	2584
ENSMUSG00000063704	1202	1250	1931	2563
ENSMUSG00000046761	4676	4534	4994	5212
ENSMUSG00000102018	976	843	1810	3348
ENSMUSG00002076340	158	158	158	158
ENSMUSG00000022568	2036	827	5599	6452
ENSMUSG00000098451	61	61	61	61
ENSMUSG00000002524	989	769	1881	4748
ENSMUSG00000115332	339	339	339	339
ENSMUSG00000075590	1516	993	3220	3894
ENSMUSG00000116288	1131	1131	1131	1131
ENSMUSG00000118671	12332	12332	12332	12332
ENSMUSG00000044361	2298	2623	2973	4567
ENSMUSG00000116475	240	240	240	240
ENSMUSG00000022565	9682	14854	15455	18113
ENSMUSG00002075830	105	105	105	105
ENSMUSG00000087899	63	63	63	63
ENSMUSG00000063268	2015	2165	3407	4275
ENSMUSG00000022564	802	616	1725	2067
ENSMUSG00000098625	68	68	68	68
ENSMUSG00000115946	1019	1025	1297	1588
